X,y
7.49080237694725,16.189641347749774
19.01428612819832,34.92783011135058
14.639878836228101,29.27659174000745
11.973169683940732,16.526275209455136
3.1203728088487304,7.899910145173235
3.119890406724053,8.468128557255769
1.1616722433639892,5.133918876211329
17.323522915498703,30.843164247163966
12.022300234864176,21.066421452919265
14.161451555920909,25.743622235892946
0.41168988591604894,3.3602159576741584
19.398197043239886,39.433395684309
16.648852816008436,29.678837902747087
4.246782213565523,10.833500715794406
3.6364993441420124,9.157334318444748
3.6680901970686763,10.226144018335086
6.0848448591907545,12.101832362209924
10.495128632644757,20.30376966913809
8.638900372842315,16.97883602691021
5.824582803960839,10.288608462622427
12.23705789444759,25.672600100111065
2.7898772130408367,7.752091509274947
5.842892970704363,13.026655404359289
7.327236865873834,15.145470201700038
9.12139968434072,14.83596766781787
15.703519227860273,28.67745671136095
3.9934756431671947,9.255459856620735
10.284688768272233,18.403190088046856
11.84829137724085,23.222625833511437
0.9290082543999545,4.290916193323241
12.150897038028766,31.619191618721956
3.4104824737458306,8.82714874781822
1.3010318597055903,4.947819346958778
18.977710745066666,36.21310862476024
19.312640661491187,25.544446648712103
16.16794696232922,31.466745616089728
6.092275383467413,13.582131998496848
1.9534422801276774,7.537821276278615
13.684660530243137,26.299952721700404
8.803049874792027,19.184927856742835
2.4407646968955765,6.866584606520092
9.903538202225404,16.666333550320356
0.6877704223043679,3.9865416987790927
18.186408041575643,39.55993682717513
5.175599632000338,13.110736257068748
13.25044568707964,22.540324355548165
6.2342215217882195,16.48711506121509
10.401360423556216,16.611481690182913
10.934205586865593,24.210745480941423
3.697089110510541,11.715670765280484
19.391692555291172,31.33088805116961
15.502656467222291,27.62858040137455
18.789978831283783,36.914081640914645
17.896547008552975,31.864422010382125
11.957999576221702,18.16064069217492
18.437484700462335,36.08722508689888
1.76985004103839,5.091184473077908
3.919657248382904,10.14240297481424
0.9045457782107613,3.8651880028059282
6.506606615265287,17.400989936389188
7.773545793789641,14.566980553836077
5.426980635477918,11.715855420139219
16.57475018303859,36.59851639966743
7.135066533871786,12.565913033506433
5.618690193747615,13.017789941516751
10.85392166316497,26.52357997073213
2.818484499495253,6.140549527991209
16.043939615080795,32.315838422841125
1.4910128735954165,5.306357824229595
19.737738732010346,42.907771792279746
15.444895385933147,24.25941483452844
3.974313630683448,7.994230085675416
0.11044234247204798,2.7170249918245815
16.309228569096682,33.38828935964446
14.137146876952343,29.066707288443112
14.580143360819747,30.341608157339337
15.425406933718914,26.94861134757426
1.4808930346818072,5.274371751767524
7.169314570885453,16.069201479314813
2.3173811905025943,6.147794938955483
17.26206851751187,43.75651129473049
12.465962536551158,26.806621497580714
6.617960497052984,11.919189350437765
1.2711670057204727,5.052020915365065
6.219646434313244,11.778335405782276
6.503666440534941,15.825349201101023
14.59212356676128,34.11208599016914
12.751149427104263,22.142858330741486
17.74425485152653,39.84537998566209
9.444298503238986,20.73252794263479
2.391884918766034,7.427183066503103
14.2648957444599,36.733162241617734
15.215700972337949,28.707545634639175
11.225543951389925,20.030344854535873
15.41934359909122,25.917524255435247
9.875911927287815,17.728835302323326
10.454656587639882,21.063479543385903
8.550820367170992,18.81395392826053
0.5083825348819038,3.459570668743425
2.157828539866089,6.948532516491978
